567;1069996;685
568;1802702;293
569;1473716;429
570;1030010;227
571;255350;147
572;121419;169
573;2280931;687
574;1741768;567
575;4194133;321
576;2170560;591
577;2274127;601
578;2368350;429
579;1610464;209
580;350260;411
581;7506566;221
582;5448679;675
583;1822458;679
584;1683305;125
585;3574047;235
586;1257715;405
587;1928585;89
588;42607;173
589;2088693;1049
590;108365;193
591;3935154;49
592;952807;43
593;762742;495
594;2339773;291
595;345385;235
596;710907;441
597;571851;383
598;945539;377
599;2654741;533
600;2484234;263
601;509901;191
602;3266515;565
603;1301422;211
604;449099;401
605;388543;57
606;2658861;781
607;1587313;411
608;756399;293
609;60729;155
610;1581109;481
611;1784564;749
612;1411264;717
613;1642291;575
614;761305;235
615;1403023;187
616;1971511;671
617;20051;69
618;2073090;325
619;2241182;237
620;436717;397
621;1821814;691
622;2029829;661
623;2320600;475
624;1964445;119
625;94304;161
626;2020855;157
627;2364280;469
628;489247;213
629;2396688;87
630;86024;155
631;2838227;751
632;460988;427
633;438776;665
634;1140212;957
635;1853489;247
636;3404442;375
637;1970098;371
638;158982;155
639;1185900;751
640;1363094;289
641;665709;127
642;1218652;285
643;1469911;677
644;1436457;677
645;26122;149
646;69104;171
647;675054;229
648;3061396;301
649;611425;331
650;53672;77
651;3467953;703
652;1547468;755
653;1560729;621
654;3158351;423
655;47783;151
656;1090090;543
657;586626;561
658;620776;585
659;3011137;39
660;2342709;461
661;561116;153
662;2555969;91
663;1857318;809
664;2675081;269
665;302992;173
666;622126;391
667;720488;475
668;1553761;515
669;889460;549
670;2851150;161
671;1159389;193
672;899335;183
673;2139992;495
674;27599;119
675;373079;415
676;2016742;387
677;585965;277
678;747381;491
679;245758;271
680;455803;249
681;953630;707
682;2289932;701
683;2426099;243
684;1997514;297
685;539373;485
686;181386;333
687;336703;303
688;164139;333
689;1739772;463
690;2875121;109
691;997558;605
692;274614;103
693;3674159;433
694;516832;305
695;3464719;385
696;2810248;101
697;1267924;703
698;3749321;527
699;289219;327
700;1876311;309
701;2931439;351
702;2270098;493
703;190883;239
704;1838267;645
705;1873301;265
706;1098585;185
707;2352112;897
708;370904;309
709;1744267;317
710;4598801;611
711;2220744;279
712;1691783;225
713;616006;65
714;2254557;575
715;223146;177
716;1969775;549
717;61464;173
718;2651241;191
719;1911864;489
720;2222223;139
721;493047;407
722;2428077;705
723;639170;219
724;588483;449
725;624325;419
726;374755;183
727;1916727;397
728;1937011;359
729;1211722;377
730;3582464;495
731;3719496;291
732;2335753;305
733;1023579;335
734;2400349;405
735;2828413;431
736;989054;713
737;950626;219
738;214992;257
739;973848;373
740;1492057;301
741;1469826;203
742;1524349;381
743;180275;151
744;674817;777
745;811198;275
746;388856;105
747;2882562;145
748;2478977;281
749;2004727;513
750;762688;377
751;1199806;201
752;500340;503
753;3904319;935
754;760520;503
755;326520;259
756;663898;503
757;1598938;359
758;1531777;313
759;2790499;589
760;2428653;617
761;3912532;175
762;1028648;71
763;682722;271
764;228450;247
765;471563;529
766;1598341;445
767;2752016;175
768;34584;37
769;677378;613
770;4690858;35
771;3366122;165
772;85011;161
773;25416;87
774;1207780;617
775;1903301;403
776;97785;81
777;30949;81
778;900094;307
779;2487415;537
780;3525231;423
781;153012;89
782;4994373;103
783;6607;33
784;529535;533
785;1150375;121
786;1258926;155
787;1039666;631
788;4146395;239
789;1032149;135
790;16223;85
791;90736;169
792;3404757;23
793;1908365;583
794;946536;661
795;2949779;859
796;42453;247
797;372006;381
798;1751766;303
799;2205992;465
800;1054469;923
801;1268247;197
802;14594;69
803;1969294;693
804;444637;323
805;1963326;435
806;2357570;513
807;3340929;889
808;2341926;477
809;1057238;307
810;1470531;369
811;1136396;693
812;941089;109
813;2513878;795
814;1673699;623
815;516545;205
816;1129889;987
817;436583;323
818;928808;609
819;51586;197
820;2962574;363
821;3954534;353
822;1212621;409
823;777131;447
824;2375275;85
825;2003750;479
826;1855974;1005
827;2349579;555
828;1610507;33
829;644544;581
830;1219789;481
831;498433;397
832;361284;163
833;2777791;115
834;1418812;437
835;2112094;427
836;3906483;193
837;1178825;641
838;2109055;303
839;2382420;601
840;47002;223
841;2504601;131
842;2084777;411
843;363456;643
844;59695;379
845;642745;479
846;236795;285
847;3323774;523
848;801026;155
849;1013287;775
850;390401;307
851;1785260;229
852;2071928;473
853;366682;331
854;250564;299
855;2153381;283
856;3120303;205
857;56325;115
858;1259744;447
859;1717238;265
860;4295892;109
861;1742203;201
862;1293996;613
863;2380544;591
864;803006;623
865;2157405;367
866;4610708;451
867;1509618;709
868;1271045;473
869;1596859;437
870;2390814;515
871;238353;143
872;395998;357
873;1112743;823
874;3887325;461
875;2802079;317
876;598670;595
877;2504220;565
878;764122;633
879;2618190;267
880;181401;275
881;2054699;827
882;2622479;157
883;256178;197
884;1901586;559
885;382738;287
886;476217;209
887;2110258;695
888;344315;387
889;3060835;253
890;123566;81
891;1999599;999
892;440752;185
893;2954912;451
894;971971;605
895;2126917;405
896;1655638;547
897;807528;375
898;1541227;77
899;1965520;701
900;1337451;637
901;2144922;249
902;2227247;1047
903;1285928;259
904;3371659;721
905;2790053;275
906;3691313;267
907;440886;347
908;1522026;643
909;1094108;513
910;2962639;429
911;1873724;223
912;3741268;147
913;10925;99
914;2694950;905
915;2860324;267
916;589712;433
917;1118789;591
918;1740706;147
919;293574;303
920;997537;755
921;108851;325
922;1477984;465
923;49500;45
924;1292720;229
925;1242215;891
926;2861249;217
927;979428;375
928;909142;113
929;2832286;473
930;1857077;177
931;1572786;79
932;1457552;361
933;500041;311
934;1967770;821
935;2070103;525
936;565738;33
937;1183213;717
938;1161087;287
939;4076289;365
940;3900410;175
941;863140;257
942;2573695;969
943;983036;443
944;1834963;217
945;282664;405
946;3090499;35
947;186269;241
948;2195728;253
949;2222299;269
950;99101;169
951;2481381;535
952;413032;443
953;584322;49
954;2580172;41
955;1981135;715
956;935000;559
957;899509;795
958;4111369;505
959;121862;233
960;2677022;491
961;1968710;549
962;2463050;159
963;1701362;271
964;2350989;579
965;289869;451
966;7178;31
967;967994;583
968;557163;503
969;1219981;295
970;1094506;763
971;355043;495
972;795635;579
973;1647755;601
974;2914187;359
975;1945793;281
976;26360;197
977;1250224;529
978;2615972;141
979;2702786;181
980;1988556;465
981;3649294;61
982;2069796;733
983;2390614;521
984;59009;129
985;1406182;641
986;3821826;509
987;1484630;93
988;1381495;597
989;2464263;447
990;575851;351
991;18285;55
992;84528;97
993;1928117;75
994;652588;793
995;411881;313
996;531824;501
997;2373981;101
998;2472622;543
999;74264;61
